flow_id,start_time,end_time,window_id,src_host,src_ip,src_port,dst_ip,dst_port,protocol,service,bytes_out,bytes_in,packets_out,packets_in,duration_ms,flow_pattern,label,stage,attack_step,related_audit_events
BF000130,2026-01-20 09:34:06,2026-01-20 09:34:10,W003,mon-srv-01,10.20.1.41,53779,10.20.1.12,9100,TCP,METRIC,1769,4395,2,4,4000,metrics_scrape,benign,benign,benign,B000332
BF000129,2026-01-20 09:34:11,2026-01-20 09:34:15,W003,mon-srv-01,10.20.1.41,55002,10.20.1.11,9100,TCP,METRIC,854,6407,2,8,4000,metrics_scrape,benign,benign,benign,B000331
BF000131,2026-01-20 09:34:12,2026-01-20 09:34:17,W003,mon-srv-01,10.20.1.41,60727,10.20.1.21,9100,TCP,METRIC,1367,8251,1,8,5000,metrics_scrape,benign,benign,benign,B000333
BF000132,2026-01-20 09:34:17,2026-01-20 09:34:22,W003,mon-srv-01,10.20.1.41,60992,10.20.1.31,9100,TCP,METRIC,1143,8091,2,9,5000,metrics_scrape,benign,benign,benign,B000334
BF000133,2026-01-20 09:35:05,2026-01-20 09:35:13,W003,mon-srv-01,10.20.1.41,56923,10.20.1.11,6514,TCP,SYSLOG,1774,11385,3,9,8000,log_collection,benign,benign,benign,B000342
BF000136,2026-01-20 09:35:12,2026-01-20 09:35:18,W003,ws-finance-01,10.20.1.11,53250,192.0.2.40,993,TCP,IMAPS,1964,29989,2,22,6000,mail_sync,benign,benign,benign,B000345
BF000134,2026-01-20 09:35:38,2026-01-20 09:35:45,W003,mon-srv-01,10.20.1.41,43079,10.20.1.12,6514,TCP,SYSLOG,1219,16042,2,19,7000,log_collection,benign,benign,benign,B000343
BF000135,2026-01-20 09:35:54,2026-01-20 09:35:58,W003,mon-srv-01,10.20.1.41,52532,10.20.1.31,6514,TCP,SYSLOG,1227,16399,2,21,4000,log_collection,benign,benign,benign,B000344
BF000140,2026-01-20 09:36:06,2026-01-20 09:36:09,W003,mon-srv-01,10.20.1.41,49781,10.20.1.31,9100,TCP,METRIC,1630,6234,3,6,3000,metrics_scrape,benign,benign,benign,B000352
BF000139,2026-01-20 09:36:07,2026-01-20 09:36:11,W003,mon-srv-01,10.20.1.41,46206,10.20.1.21,9100,TCP,METRIC,1133,5971,1,8,4000,metrics_scrape,benign,benign,benign,B000351
BF000138,2026-01-20 09:36:10,2026-01-20 09:36:15,W003,mon-srv-01,10.20.1.41,60078,10.20.1.12,9100,TCP,METRIC,1796,8758,2,10,5000,metrics_scrape,benign,benign,benign,B000350
BF000137,2026-01-20 09:36:16,2026-01-20 09:36:21,W003,mon-srv-01,10.20.1.41,60089,10.20.1.11,9100,TCP,METRIC,991,6696,1,9,5000,metrics_scrape,benign,benign,benign,B000349
BF000142,2026-01-20 09:36:26,2026-01-20 09:36:59,W003,ws-dev-02,10.20.1.12,42327,10.20.1.31,22,TCP,SSH,40963,29007,50,35,33000,dev_ssh,benign,benign,benign,B000358
BF000141,2026-01-20 09:36:34,2026-01-20 09:36:50,W003,ws-finance-01,10.20.1.11,44580,10.20.1.31,443,TCP,HTTPS,3826,40801,3,43,16000,portal_browsing,benign,benign,benign,B000354
BF000143,2026-01-20 09:37:44,2026-01-20 09:38:05,W003,ws-dev-02,10.20.1.12,55553,192.0.2.30,443,TCP,HTTPS,11140,189247,12,174,21000,dev_repo_access,benign,benign,benign,B000366
BF000147,2026-01-20 09:38:03,2026-01-20 09:38:09,W003,mon-srv-01,10.20.1.41,45789,10.20.1.31,9100,TCP,METRIC,1316,7556,1,7,6000,metrics_scrape,benign,benign,benign,B000373
BF000144,2026-01-20 09:38:08,2026-01-20 09:38:14,W003,mon-srv-01,10.20.1.41,43132,10.20.1.11,9100,TCP,METRIC,1426,7728,2,6,6000,metrics_scrape,benign,benign,benign,B000370
BF000146,2026-01-20 09:38:12,2026-01-20 09:38:18,W003,mon-srv-01,10.20.1.41,55463,10.20.1.21,9100,TCP,METRIC,1260,8440,2,6,6000,metrics_scrape,benign,benign,benign,B000372
BF000145,2026-01-20 09:38:21,2026-01-20 09:38:24,W003,mon-srv-01,10.20.1.41,51066,10.20.1.12,9100,TCP,METRIC,1587,5968,2,6,3000,metrics_scrape,benign,benign,benign,B000371
F0002,2026-01-20 09:38:40,2026-01-20 09:38:48,W003,ws-finance-01,10.20.1.11,49221,10.20.1.21,445,TCP,SMB,920,640,10,9,8000,internal_probe,malicious,Discovery,A5,E0012
BF000148,2026-01-20 09:39:14,2026-01-20 09:39:29,W003,ws-finance-01,10.20.1.11,44492,10.20.1.31,443,TCP,HTTPS,3519,17804,3,20,15000,portal_browsing,benign,benign,benign,B000379
F0003,2026-01-20 09:39:16,2026-01-20 09:39:23,W003,ws-finance-01,10.20.1.11,49231,10.20.1.31,443,TCP,HTTPS,880,720,8,8,7000,internal_probe,malicious,Discovery,A5,E0013
BF000152,2026-01-20 09:40:06,2026-01-20 09:40:10,W004,mon-srv-01,10.20.1.41,47813,10.20.1.31,9100,TCP,METRIC,1413,4842,2,4,4000,metrics_scrape,benign,benign,benign,B000387
BF000150,2026-01-20 09:40:14,2026-01-20 09:40:20,W004,mon-srv-01,10.20.1.41,49280,10.20.1.12,9100,TCP,METRIC,924,6671,1,5,6000,metrics_scrape,benign,benign,benign,B000385
BF000149,2026-01-20 09:40:15,2026-01-20 09:40:21,W004,mon-srv-01,10.20.1.41,43495,10.20.1.11,9100,TCP,METRIC,994,5717,1,6,6000,metrics_scrape,benign,benign,benign,B000384
BF000153,2026-01-20 09:40:16,2026-01-20 09:40:24,W004,mon-srv-01,10.20.1.41,43321,10.20.1.11,6514,TCP,SYSLOG,2366,14328,3,24,8000,log_collection,benign,benign,benign,B000389
BF000157,2026-01-20 09:40:17,2026-01-20 09:40:28,W004,ws-finance-01,10.20.1.11,44955,192.0.2.40,993,TCP,IMAPS,2477,23335,3,33,11000,mail_sync,benign,benign,benign,B000394
BF000151,2026-01-20 09:40:20,2026-01-20 09:40:24,W004,mon-srv-01,10.20.1.41,60324,10.20.1.21,9100,TCP,METRIC,871,3514,2,5,4000,metrics_scrape,benign,benign,benign,B000386
BF000156,2026-01-20 09:40:28,2026-01-20 09:40:35,W004,ws-finance-01,10.20.1.11,43906,10.20.1.21,445,TCP,SMB,2037,198992,3,147,7000,file_server_access,benign,benign,benign,B000392
BF000158,2026-01-20 09:40:30,2026-01-20 09:40:59,W004,ws-finance-01,10.20.1.11,54978,192.0.2.10,443,TCP,HTTPS,3329,162075,4,218,29000,benign_update,benign,benign,benign,B000396
BF000155,2026-01-20 09:40:39,2026-01-20 09:40:44,W004,mon-srv-01,10.20.1.41,51304,10.20.1.31,6514,TCP,SYSLOG,1766,6648,2,9,5000,log_collection,benign,benign,benign,B000391
BF000154,2026-01-20 09:40:50,2026-01-20 09:40:56,W004,mon-srv-01,10.20.1.41,43874,10.20.1.12,6514,TCP,SYSLOG,1664,12561,3,18,6000,log_collection,benign,benign,benign,B000390
BF000159,2026-01-20 09:41:23,2026-01-20 09:41:52,W004,ws-dev-02,10.20.1.12,47446,10.20.1.31,22,TCP,SSH,34800,28014,42,31,29000,dev_ssh,benign,benign,benign,B000403
BF000160,2026-01-20 09:42:03,2026-01-20 09:42:08,W004,mon-srv-01,10.20.1.41,59470,10.20.1.11,9100,TCP,METRIC,902,6216,1,5,5000,metrics_scrape,benign,benign,benign,B000408
BF000161,2026-01-20 09:42:14,2026-01-20 09:42:17,W004,mon-srv-01,10.20.1.41,50722,10.20.1.12,9100,TCP,METRIC,1030,8492,1,7,3000,metrics_scrape,benign,benign,benign,B000409
BF000163,2026-01-20 09:42:15,2026-01-20 09:42:17,W004,mon-srv-01,10.20.1.41,46119,10.20.1.31,9100,TCP,METRIC,978,5787,1,5,2000,metrics_scrape,benign,benign,benign,B000411
BF000164,2026-01-20 09:42:21,2026-01-20 09:42:39,W004,ws-finance-01,10.20.1.11,57881,10.20.1.31,443,TCP,HTTPS,2530,17214,3,13,18000,portal_browsing,benign,benign,benign,B000413
BF000162,2026-01-20 09:42:22,2026-01-20 09:42:26,W004,mon-srv-01,10.20.1.41,57609,10.20.1.21,9100,TCP,METRIC,1513,4508,2,6,4000,metrics_scrape,benign,benign,benign,B000410
BF000166,2026-01-20 09:44:14,2026-01-20 09:44:18,W004,mon-srv-01,10.20.1.41,57496,10.20.1.12,9100,TCP,METRIC,1399,7618,2,7,4000,metrics_scrape,benign,benign,benign,B000425
BF000168,2026-01-20 09:44:19,2026-01-20 09:44:24,W004,mon-srv-01,10.20.1.41,49200,10.20.1.31,9100,TCP,METRIC,1319,6587,2,7,5000,metrics_scrape,benign,benign,benign,B000427
BF000165,2026-01-20 09:44:20,2026-01-20 09:44:24,W004,mon-srv-01,10.20.1.41,43726,10.20.1.11,9100,TCP,METRIC,1174,5267,1,7,4000,metrics_scrape,benign,benign,benign,B000424
BF000167,2026-01-20 09:44:20,2026-01-20 09:44:24,W004,mon-srv-01,10.20.1.41,43325,10.20.1.21,9100,TCP,METRIC,1495,6330,2,7,4000,metrics_scrape,benign,benign,benign,B000426
BF000169,2026-01-20 09:44:25,2026-01-20 09:44:59,W004,ws-dev-02,10.20.1.12,50010,192.0.2.30,443,TCP,HTTPS,7498,221523,8,159,34000,dev_repo_access,benign,benign,benign,B000430
BF000171,2026-01-20 09:45:25,2026-01-20 09:45:34,W004,mon-srv-01,10.20.1.41,58701,10.20.1.12,6514,TCP,SYSLOG,1431,9811,2,12,9000,log_collection,benign,benign,benign,B000439
BF000174,2026-01-20 09:45:30,2026-01-20 09:45:44,W004,ws-finance-01,10.20.1.11,53526,192.0.2.40,993,TCP,IMAPS,2512,41265,2,35,14000,mail_sync,benign,benign,benign,B000443
BF000170,2026-01-20 09:45:31,2026-01-20 09:45:39,W004,mon-srv-01,10.20.1.41,58356,10.20.1.11,6514,TCP,SYSLOG,1303,13513,2,17,8000,log_collection,benign,benign,benign,B000438
BF000173,2026-01-20 09:45:43,2026-01-20 09:45:57,W004,ws-finance-01,10.20.1.11,45348,10.20.1.31,443,TCP,HTTPS,2988,22106,4,18,14000,portal_browsing,benign,benign,benign,B000441
BF000172,2026-01-20 09:45:52,2026-01-20 09:46:00,W004,mon-srv-01,10.20.1.41,55045,10.20.1.31,6514,TCP,SYSLOG,1689,13472,2,18,8000,log_collection,benign,benign,benign,B000440
BF000177,2026-01-20 09:46:04,2026-01-20 09:46:06,W004,mon-srv-01,10.20.1.41,60393,10.20.1.21,9100,TCP,METRIC,1009,5221,1,7,2000,metrics_scrape,benign,benign,benign,B000451
BF000175,2026-01-20 09:46:07,2026-01-20 09:46:11,W004,mon-srv-01,10.20.1.41,51670,10.20.1.11,9100,TCP,METRIC,1536,6707,2,7,4000,metrics_scrape,benign,benign,benign,B000449
BF000178,2026-01-20 09:46:10,2026-01-20 09:46:14,W004,mon-srv-01,10.20.1.41,42739,10.20.1.31,9100,TCP,METRIC,1770,5431,2,6,4000,metrics_scrape,benign,benign,benign,B000452
BF000176,2026-01-20 09:46:17,2026-01-20 09:46:20,W004,mon-srv-01,10.20.1.41,55106,10.20.1.12,9100,TCP,METRIC,1036,8843,1,8,3000,metrics_scrape,benign,benign,benign,B000450
BF000179,2026-01-20 09:46:28,2026-01-20 09:47:35,W004,ws-dev-02,10.20.1.12,57817,10.20.1.31,22,TCP,SSH,31484,29060,28,20,67000,dev_ssh,benign,benign,benign,B000454
BF000183,2026-01-20 09:48:11,2026-01-20 09:48:16,W004,mon-srv-01,10.20.1.41,42503,10.20.1.31,9100,TCP,METRIC,1257,8625,2,8,5000,metrics_scrape,benign,benign,benign,B000466
BF000180,2026-01-20 09:48:12,2026-01-20 09:48:16,W004,mon-srv-01,10.20.1.41,58340,10.20.1.11,9100,TCP,METRIC,1184,4390,2,4,4000,metrics_scrape,benign,benign,benign,B000463
BF000181,2026-01-20 09:48:16,2026-01-20 09:48:19,W004,mon-srv-01,10.20.1.41,47856,10.20.1.12,9100,TCP,METRIC,1320,7382,2,7,3000,metrics_scrape,benign,benign,benign,B000464
BF000184,2026-01-20 09:48:20,2026-01-20 09:48:37,W004,ws-finance-01,10.20.1.11,50133,10.20.1.31,443,TCP,HTTPS,2740,46691,3,60,17000,portal_browsing,benign,benign,benign,B000468
BF000182,2026-01-20 09:48:21,2026-01-20 09:48:23,W004,mon-srv-01,10.20.1.41,57987,10.20.1.21,9100,TCP,METRIC,1736,7973,2,11,2000,metrics_scrape,benign,benign,benign,B000465
BF000185,2026-01-20 09:48:34,2026-01-20 09:49:03,W004,file-srv-01,10.20.1.21,55490,10.20.1.41,873,TCP,RSYNC,37526,7266,33,8,29000,backup_sync,benign,benign,benign,B000473
BF000187,2026-01-20 09:50:08,2026-01-20 09:50:13,W005,mon-srv-01,10.20.1.41,53345,10.20.1.12,9100,TCP,METRIC,1456,5556,2,6,5000,metrics_scrape,benign,benign,benign,B000482
BF000186,2026-01-20 09:50:11,2026-01-20 09:50:16,W005,mon-srv-01,10.20.1.41,51995,10.20.1.11,9100,TCP,METRIC,1606,5555,2,6,5000,metrics_scrape,benign,benign,benign,B000481
BF000188,2026-01-20 09:50:11,2026-01-20 09:50:14,W005,mon-srv-01,10.20.1.41,57312,10.20.1.21,9100,TCP,METRIC,1105,3961,2,4,3000,metrics_scrape,benign,benign,benign,B000483
BF000191,2026-01-20 09:50:11,2026-01-20 09:50:18,W005,mon-srv-01,10.20.1.41,48220,10.20.1.12,6514,TCP,SYSLOG,1530,5010,2,4,7000,log_collection,benign,benign,benign,B000487
BF000189,2026-01-20 09:50:12,2026-01-20 09:50:14,W005,mon-srv-01,10.20.1.41,49225,10.20.1.31,9100,TCP,METRIC,873,3119,1,3,2000,metrics_scrape,benign,benign,benign,B000484
BF000190,2026-01-20 09:50:24,2026-01-20 09:50:30,W005,mon-srv-01,10.20.1.41,59652,10.20.1.11,6514,TCP,SYSLOG,1722,8086,3,10,6000,log_collection,benign,benign,benign,B000486
BF000193,2026-01-20 09:50:34,2026-01-20 09:50:44,W005,ws-finance-01,10.20.1.11,54733,192.0.2.40,993,TCP,IMAPS,4077,5370,4,5,10000,mail_sync,benign,benign,benign,B000489
BF000192,2026-01-20 09:50:37,2026-01-20 09:50:45,W005,mon-srv-01,10.20.1.41,43367,10.20.1.31,6514,TCP,SYSLOG,1254,8959,2,9,8000,log_collection,benign,benign,benign,B000488
BF000196,2026-01-20 09:51:01,2026-01-20 09:51:12,W005,ws-dev-02,10.20.1.12,45877,192.0.2.30,443,TCP,HTTPS,2056,133445,2,94,11000,dev_repo_access,benign,benign,benign,B000499
BF000195,2026-01-20 09:51:39,2026-01-20 09:51:49,W005,ws-dev-02,10.20.1.12,43492,10.20.1.31,22,TCP,SSH,18091,14982,13,12,10000,dev_ssh,benign,benign,benign,B000497
BF000194,2026-01-20 09:51:47,2026-01-20 09:51:59,W005,ws-finance-01,10.20.1.11,57799,10.20.1.31,443,TCP,HTTPS,3452,51300,3,57,12000,portal_browsing,benign,benign,benign,B000495
BF000200,2026-01-20 09:52:11,2026-01-20 09:52:15,W005,mon-srv-01,10.20.1.41,55325,10.20.1.31,9100,TCP,METRIC,1301,7140,1,6,4000,metrics_scrape,benign,benign,benign,B000508
BF000197,2026-01-20 09:52:15,2026-01-20 09:52:20,W005,mon-srv-01,10.20.1.41,50119,10.20.1.11,9100,TCP,METRIC,855,6555,2,5,5000,metrics_scrape,benign,benign,benign,B000505
BF000199,2026-01-20 09:52:16,2026-01-20 09:52:18,W005,mon-srv-01,10.20.1.41,43792,10.20.1.21,9100,TCP,METRIC,809,3298,1,3,2000,metrics_scrape,benign,benign,benign,B000507
BF000198,2026-01-20 09:52:22,2026-01-20 09:52:24,W005,mon-srv-01,10.20.1.41,60774,10.20.1.12,9100,TCP,METRIC,1781,6255,3,7,2000,metrics_scrape,benign,benign,benign,B000506
BF000204,2026-01-20 09:54:03,2026-01-20 09:54:07,W005,mon-srv-01,10.20.1.41,49844,10.20.1.31,9100,TCP,METRIC,1560,8366,3,6,4000,metrics_scrape,benign,benign,benign,B000521
BF000203,2026-01-20 09:54:12,2026-01-20 09:54:16,W005,mon-srv-01,10.20.1.41,46138,10.20.1.21,9100,TCP,METRIC,838,3981,1,4,4000,metrics_scrape,benign,benign,benign,B000520
BF000202,2026-01-20 09:54:19,2026-01-20 09:54:21,W005,mon-srv-01,10.20.1.41,47665,10.20.1.12,9100,TCP,METRIC,1209,3705,2,3,2000,metrics_scrape,benign,benign,benign,B000519
BF000201,2026-01-20 09:54:22,2026-01-20 09:54:24,W005,mon-srv-01,10.20.1.41,59661,10.20.1.11,9100,TCP,METRIC,1240,7328,1,8,2000,metrics_scrape,benign,benign,benign,B000518
BF000205,2026-01-20 09:54:52,2026-01-20 09:55:03,W005,ws-finance-01,10.20.1.11,51505,10.20.1.31,443,TCP,HTTPS,2120,62053,3,56,11000,portal_browsing,benign,benign,benign,B000523
BF000209,2026-01-20 09:55:06,2026-01-20 09:55:23,W005,ws-finance-01,10.20.1.11,56835,192.0.2.40,993,TCP,IMAPS,3668,15098,4,24,17000,mail_sync,benign,benign,benign,B000534
BF000208,2026-01-20 09:55:11,2026-01-20 09:55:15,W005,mon-srv-01,10.20.1.41,53617,10.20.1.31,6514,TCP,SYSLOG,1646,10264,3,10,4000,log_collection,benign,benign,benign,B000533
BF000207,2026-01-20 09:55:12,2026-01-20 09:55:18,W005,mon-srv-01,10.20.1.41,43435,10.20.1.12,6514,TCP,SYSLOG,1845,11587,2,12,6000,log_collection,benign,benign,benign,B000532
BF000206,2026-01-20 09:55:15,2026-01-20 09:55:19,W005,mon-srv-01,10.20.1.41,53931,10.20.1.11,6514,TCP,SYSLOG,2059,7444,2,7,4000,log_collection,benign,benign,benign,B000531
BF000214,2026-01-20 09:56:01,2026-01-20 09:57:20,W005,ws-dev-02,10.20.1.12,60134,10.20.1.31,22,TCP,SSH,31111,50271,25,47,79000,dev_ssh,benign,benign,benign,B000544
BF000212,2026-01-20 09:56:02,2026-01-20 09:56:05,W005,mon-srv-01,10.20.1.41,49496,10.20.1.21,9100,TCP,METRIC,1367,8068,1,6,3000,metrics_scrape,benign,benign,benign,B000540
BF000210,2026-01-20 09:56:03,2026-01-20 09:56:07,W005,mon-srv-01,10.20.1.41,55871,10.20.1.11,9100,TCP,METRIC,1294,8375,2,7,4000,metrics_scrape,benign,benign,benign,B000538
BF000211,2026-01-20 09:56:04,2026-01-20 09:56:06,W005,mon-srv-01,10.20.1.41,45490,10.20.1.12,9100,TCP,METRIC,846,5750,2,6,2000,metrics_scrape,benign,benign,benign,B000539
BF000213,2026-01-20 09:56:16,2026-01-20 09:56:19,W005,mon-srv-01,10.20.1.41,46149,10.20.1.31,9100,TCP,METRIC,934,7020,2,11,3000,metrics_scrape,benign,benign,benign,B000541
BF000215,2026-01-20 09:57:37,2026-01-20 09:57:43,W005,ws-finance-01,10.20.1.11,57334,10.20.1.31,443,TCP,HTTPS,1812,16364,2,26,6000,portal_browsing,benign,benign,benign,B000550
BF000219,2026-01-20 09:58:06,2026-01-20 09:58:12,W005,mon-srv-01,10.20.1.41,51953,10.20.1.31,9100,TCP,METRIC,1762,8041,2,6,6000,metrics_scrape,benign,benign,benign,B000559
BF000218,2026-01-20 09:58:13,2026-01-20 09:58:19,W005,mon-srv-01,10.20.1.41,51520,10.20.1.21,9100,TCP,METRIC,1149,7467,1,8,6000,metrics_scrape,benign,benign,benign,B000558
BF000216,2026-01-20 09:58:15,2026-01-20 09:58:17,W005,mon-srv-01,10.20.1.41,59438,10.20.1.11,9100,TCP,METRIC,1546,8501,2,9,2000,metrics_scrape,benign,benign,benign,B000556
BF000217,2026-01-20 09:58:22,2026-01-20 09:58:27,W005,mon-srv-01,10.20.1.41,55472,10.20.1.12,9100,TCP,METRIC,1308,6150,2,9,5000,metrics_scrape,benign,benign,benign,B000557
BF000220,2026-01-20 09:58:41,2026-01-20 09:59:09,W005,ws-dev-02,10.20.1.12,47355,192.0.2.30,443,TCP,HTTPS,9737,210254,7,306,28000,dev_repo_access,benign,benign,benign,B000561
BF000222,2026-01-20 10:00:08,2026-01-20 10:00:14,W006,mon-srv-01,10.20.1.41,44160,10.20.1.12,9100,TCP,METRIC,1220,4539,2,6,6000,metrics_scrape,benign,benign,benign,B000571
BF000228,2026-01-20 10:00:11,2026-01-20 10:00:18,W006,ws-finance-01,10.20.1.11,46423,10.20.1.31,443,TCP,HTTPS,3095,17960,4,20,7000,portal_browsing,benign,benign,benign,B000578
BF000223,2026-01-20 10:00:12,2026-01-20 10:00:15,W006,mon-srv-01,10.20.1.41,42609,10.20.1.21,9100,TCP,METRIC,1115,4611,1,6,3000,metrics_scrape,benign,benign,benign,B000572
BF000221,2026-01-20 10:00:14,2026-01-20 10:00:20,W006,mon-srv-01,10.20.1.41,45977,10.20.1.11,9100,TCP,METRIC,1405,7597,2,8,6000,metrics_scrape,benign,benign,benign,B000570
BF000229,2026-01-20 10:00:16,2026-01-20 10:00:29,W006,ws-finance-01,10.20.1.11,44899,192.0.2.40,993,TCP,IMAPS,3882,37586,4,31,13000,mail_sync,benign,benign,benign,B000581
BF000224,2026-01-20 10:00:19,2026-01-20 10:00:21,W006,mon-srv-01,10.20.1.41,56704,10.20.1.31,9100,TCP,METRIC,1088,5492,1,4,2000,metrics_scrape,benign,benign,benign,B000573
BF000226,2026-01-20 10:00:25,2026-01-20 10:00:29,W006,mon-srv-01,10.20.1.41,53446,10.20.1.12,6514,TCP,SYSLOG,1784,11064,2,8,4000,log_collection,benign,benign,benign,B000576
BF000227,2026-01-20 10:00:33,2026-01-20 10:00:42,W006,mon-srv-01,10.20.1.41,49879,10.20.1.31,6514,TCP,SYSLOG,1893,13870,2,11,9000,log_collection,benign,benign,benign,B000577
BF000225,2026-01-20 10:00:46,2026-01-20 10:00:52,W006,mon-srv-01,10.20.1.41,46681,10.20.1.11,6514,TCP,SYSLOG,1840,7726,2,13,6000,log_collection,benign,benign,benign,B000575
BF000230,2026-01-20 10:01:10,2026-01-20 10:02:10,W006,ws-dev-02,10.20.1.12,54816,10.20.1.31,22,TCP,SSH,5172,51986,9,42,60000,dev_ssh,benign,benign,benign,B000589
BF000231,2026-01-20 10:02:08,2026-01-20 10:02:11,W006,mon-srv-01,10.20.1.41,45458,10.20.1.11,9100,TCP,METRIC,1561,6285,3,9,3000,metrics_scrape,benign,benign,benign,B000594
BF000234,2026-01-20 10:02:15,2026-01-20 10:02:18,W006,mon-srv-01,10.20.1.41,44359,10.20.1.31,9100,TCP,METRIC,1482,3925,2,3,3000,metrics_scrape,benign,benign,benign,B000597
BF000232,2026-01-20 10:02:20,2026-01-20 10:02:24,W006,mon-srv-01,10.20.1.41,54016,10.20.1.12,9100,TCP,METRIC,1206,6921,1,6,4000,metrics_scrape,benign,benign,benign,B000595
BF000233,2026-01-20 10:02:22,2026-01-20 10:02:24,W006,mon-srv-01,10.20.1.41,59641,10.20.1.21,9100,TCP,METRIC,1631,4941,2,6,2000,metrics_scrape,benign,benign,benign,B000596
BF000236,2026-01-20 10:03:35,2026-01-20 10:05:21,W006,file-srv-01,10.20.1.21,57608,10.20.1.41,873,TCP,RSYNC,99706,7697,131,8,106000,backup_sync,benign,benign,benign,B000607
BF000235,2026-01-20 10:03:36,2026-01-20 10:03:40,W006,ws-finance-01,10.20.1.11,52727,10.20.1.31,443,TCP,HTTPS,3772,49797,6,43,4000,portal_browsing,benign,benign,benign,B000604
BF000239,2026-01-20 10:04:05,2026-01-20 10:04:11,W006,mon-srv-01,10.20.1.41,57011,10.20.1.21,9100,TCP,METRIC,827,4108,1,5,6000,metrics_scrape,benign,benign,benign,B000614
BF000240,2026-01-20 10:04:10,2026-01-20 10:04:12,W006,mon-srv-01,10.20.1.41,56628,10.20.1.31,9100,TCP,METRIC,1709,3417,2,4,2000,metrics_scrape,benign,benign,benign,B000615
BF000237,2026-01-20 10:04:15,2026-01-20 10:04:19,W006,mon-srv-01,10.20.1.41,53961,10.20.1.11,9100,TCP,METRIC,1721,3959,2,7,4000,metrics_scrape,benign,benign,benign,B000612
BF000238,2026-01-20 10:04:20,2026-01-20 10:04:23,W006,mon-srv-01,10.20.1.41,52705,10.20.1.12,9100,TCP,METRIC,1745,6715,3,6,3000,metrics_scrape,benign,benign,benign,B000613
BF000241,2026-01-20 10:04:25,2026-01-20 10:04:38,W006,ws-finance-01,10.20.1.11,43311,10.20.1.21,445,TCP,SMB,2647,181417,3,168,13000,file_server_access,benign,benign,benign,B000617
BF000242,2026-01-20 10:05:16,2026-01-20 10:05:21,W006,mon-srv-01,10.20.1.41,48972,10.20.1.11,6514,TCP,SYSLOG,1459,18916,2,18,5000,log_collection,benign,benign,benign,B000625
BF000245,2026-01-20 10:05:24,2026-01-20 10:05:31,W006,ws-finance-01,10.20.1.11,58301,192.0.2.40,993,TCP,IMAPS,3493,8244,3,14,7000,mail_sync,benign,benign,benign,B000628
BF000246,2026-01-20 10:05:32,2026-01-20 10:05:47,W006,ws-dev-02,10.20.1.12,44977,192.0.2.30,443,TCP,HTTPS,9768,191975,15,174,15000,dev_repo_access,benign,benign,benign,B000630
BF000243,2026-01-20 10:05:36,2026-01-20 10:05:40,W006,mon-srv-01,10.20.1.41,44573,10.20.1.12,6514,TCP,SYSLOG,1770,13584,2,18,4000,log_collection,benign,benign,benign,B000626
BF000244,2026-01-20 10:05:38,2026-01-20 10:05:45,W006,mon-srv-01,10.20.1.41,50116,10.20.1.31,6514,TCP,SYSLOG,1574,5050,3,5,7000,log_collection,benign,benign,benign,B000627
BF000250,2026-01-20 10:06:05,2026-01-20 10:06:07,W006,mon-srv-01,10.20.1.41,48666,10.20.1.31,9100,TCP,METRIC,947,4423,2,4,2000,metrics_scrape,benign,benign,benign,B000637
BF000247,2026-01-20 10:06:10,2026-01-20 10:06:13,W006,mon-srv-01,10.20.1.41,60240,10.20.1.11,9100,TCP,METRIC,1792,7086,2,5,3000,metrics_scrape,benign,benign,benign,B000634
BF000249,2026-01-20 10:06:13,2026-01-20 10:06:17,W006,mon-srv-01,10.20.1.41,43905,10.20.1.21,9100,TCP,METRIC,1346,7729,2,7,4000,metrics_scrape,benign,benign,benign,B000636
BF000251,2026-01-20 10:06:16,2026-01-20 10:06:24,W006,ws-finance-01,10.20.1.11,45396,10.20.1.31,443,TCP,HTTPS,3966,47638,3,35,8000,portal_browsing,benign,benign,benign,B000639
F0004,2026-01-20 10:06:18,2026-01-20 10:06:30,W006,ws-finance-01,10.20.1.11,49310,198.51.100.77,443,TCP,HTTPS,1140,1780,12,14,12000,first_checkin,malicious,PE,A7,
BF000248,2026-01-20 10:06:22,2026-01-20 10:06:27,W006,mon-srv-01,10.20.1.41,55904,10.20.1.12,9100,TCP,METRIC,1143,6604,2,6,5000,metrics_scrape,benign,benign,benign,B000635
BF000252,2026-01-20 10:06:40,2026-01-20 10:07:36,W006,ws-dev-02,10.20.1.12,46279,10.20.1.31,22,TCP,SSH,32477,40738,29,31,56000,dev_ssh,benign,benign,benign,B000641
BF000253,2026-01-20 10:08:02,2026-01-20 10:08:08,W006,mon-srv-01,10.20.1.41,59879,10.20.1.11,9100,TCP,METRIC,1369,5871,2,7,6000,metrics_scrape,benign,benign,benign,B000652
BF000256,2026-01-20 10:08:05,2026-01-20 10:08:07,W006,mon-srv-01,10.20.1.41,54353,10.20.1.31,9100,TCP,METRIC,1341,8230,2,7,2000,metrics_scrape,benign,benign,benign,B000655
BF000255,2026-01-20 10:08:16,2026-01-20 10:08:20,W006,mon-srv-01,10.20.1.41,49653,10.20.1.21,9100,TCP,METRIC,1005,5461,1,6,4000,metrics_scrape,benign,benign,benign,B000654
