event_id,timestamp,window_id,host,user,process,pid,ppid,src_entity,src_type,relation,dst_entity,dst_type,command,args,return_code,label,stage,attack_step
B000085,2026-01-20 09:08:08,W000,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B000083,2026-01-20 09:08:11,W000,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B000082,2026-01-20 09:08:13,W000,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B000084,2026-01-20 09:08:13,W000,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B003773,2026-01-20 09:08:17,W000,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B005091,2026-01-20 09:08:21,W000,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B000086,2026-01-20 09:08:29,W000,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B000087,2026-01-20 09:08:32,W000,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/srv/share/finance/vendor_invoice.pdf,file,read,normal document access,0,benign,benign,benign
B004760,2026-01-20 09:08:38,W000,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B000090,2026-01-20 09:08:45,W000,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:53657,socket,accept,normal internal https request,0,benign,benign,benign
B000091,2026-01-20 09:08:46,W000,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B003752,2026-01-20 09:08:51,W000,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B005446,2026-01-20 09:08:54,W000,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B005443,2026-01-20 09:08:57,W000,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B003540,2026-01-20 09:08:59,W000,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign
B004340,2026-01-20 09:08:59,W000,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B000097,2026-01-20 09:09:07,W000,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,read,/home/u_dev/src/portal/requirements.txt,file,read,normal local development/test activity,0,benign,benign,benign
B000098,2026-01-20 09:09:13,W000,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:52294,socket,accept,normal internal https request,0,benign,benign,benign
B000099,2026-01-20 09:09:14,W000,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B000100,2026-01-20 09:09:15,W000,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,serve internal portal request,0,benign,benign,benign
B005302,2026-01-20 09:09:16,W000,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B000095,2026-01-20 09:09:20,W000,ws-dev-02,u_dev,git,2212,1,git:2212@ws-dev-02,process,connect,192.0.2.30:443,socket,connect,normal package/source repository access,0,benign,benign,benign
B000096,2026-01-20 09:09:23,W000,ws-dev-02,u_dev,git,2212,1,git:2212@ws-dev-02,process,write,/var/lib/docker/tmp/build-context.tar,file,write,normal development file/cache update,0,benign,benign,benign
B000092,2026-01-20 09:09:40,W000,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B004392,2026-01-20 09:09:40,W000,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B003767,2026-01-20 09:09:41,W000,ws-dev-02,u_dev,docker,2244,1,docker:2244@ws-dev-02,process,read,/var/lib/docker/containers/config.v2.json,file,read,normal docker metadata read,0,benign,benign,benign
B000093,2026-01-20 09:09:45,W000,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B000094,2026-01-20 09:09:46,W000,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B005581,2026-01-20 09:09:48,W000,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B005313,2026-01-20 09:09:51,W000,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B000103,2026-01-20 09:10:08,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B000107,2026-01-20 09:10:08,W001,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.12:6514,socket,connect,collect syslog stream from ws-dev-02,0,benign,benign,benign
B000106,2026-01-20 09:10:10,W001,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.11:6514,socket,connect,collect syslog stream from ws-finance-01,0,benign,benign,benign
B000102,2026-01-20 09:10:12,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B000101,2026-01-20 09:10:17,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B000105,2026-01-20 09:10:17,W001,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B000104,2026-01-20 09:10:18,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B000109,2026-01-20 09:10:19,W001,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,connect,192.0.2.40:993,socket,connect,imap mail synchronization,0,benign,benign,benign
B000113,2026-01-20 09:10:20,W001,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/finance/vendor_invoice.pdf,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B000108,2026-01-20 09:10:21,W001,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,connect,10.20.1.31:6514,socket,connect,collect syslog stream from portal-web-01,0,benign,benign,benign
B000110,2026-01-20 09:10:21,W001,ws-finance-01,u_fin,thunderbird,2124,1,thunderbird:2124@ws-finance-01,process,write,/home/u_fin/.thunderbird/cache/index.sqlite,file,write,update mail cache,0,benign,benign,benign
B000114,2026-01-20 09:10:21,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:57018,socket,accept,normal internal https request,0,benign,benign,benign
B000115,2026-01-20 09:10:22,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B000111,2026-01-20 09:10:28,W001,ws-finance-01,u_fin,updatedb,1902,1,updatedb:1902@ws-finance-01,process,connect,192.0.2.10:443,socket,connect,benign package metadata check,0,benign,benign,benign
B000112,2026-01-20 09:10:34,W001,ws-finance-01,u_fin,updatedb,1902,1,updatedb:1902@ws-finance-01,process,write,/var/cache/apt/pkgcache.bin,file,write,benign package cache update,0,benign,benign,benign
B004085,2026-01-20 09:10:38,W001,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B003859,2026-01-20 09:10:44,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
B003629,2026-01-20 09:11:06,W001,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B000117,2026-01-20 09:11:11,W001,ws-dev-02,u_dev,ssh,2201,1,ssh:2201@ws-dev-02,process,connect,10.20.1.31:22,socket,connect,normal developer ssh to portal,0,benign,benign,benign
B000118,2026-01-20 09:11:12,W001,portal-web-01,svc_web,sshd,1324,1,sshd:1324@portal-web-01,process,accept,10.20.1.12:50407,socket,accept,normal developer ssh accepted,0,benign,benign,benign
B005524,2026-01-20 09:11:14,W001,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B000119,2026-01-20 09:11:15,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:42790,socket,accept,normal internal https request,0,benign,benign,benign
B000120,2026-01-20 09:11:16,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B000116,2026-01-20 09:11:20,W001,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B003606,2026-01-20 09:11:29,W001,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign
B004865,2026-01-20 09:11:48,W001,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B004748,2026-01-20 09:11:55,W001,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B000122,2026-01-20 09:12:02,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.12:9100,socket,connect,scrape node_exporter on ws-dev-02,0,benign,benign,benign
B000124,2026-01-20 09:12:04,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.31:9100,socket,connect,scrape node_exporter on portal-web-01,0,benign,benign,benign
B000121,2026-01-20 09:12:06,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.11:9100,socket,connect,scrape node_exporter on ws-finance-01,0,benign,benign,benign
B004088,2026-01-20 09:12:07,W001,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B000130,2026-01-20 09:12:10,W001,file-srv-01,svc_backup,smbd,1201,1,smbd:1201@file-srv-01,process,read,/srv/share/finance/vendor_invoice.pdf,file,read,normal smb/nfs shared file access,0,benign,benign,benign
B000131,2026-01-20 09:12:10,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.12:50356,socket,accept,normal internal https request,0,benign,benign,benign
B000132,2026-01-20 09:12:11,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B000133,2026-01-20 09:12:12,W001,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/app.py,file,read,serve internal portal request,0,benign,benign,benign
B000123,2026-01-20 09:12:14,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,connect,10.20.1.21:9100,socket,connect,scrape node_exporter on file-srv-01,0,benign,benign,benign
B000126,2026-01-20 09:12:14,W001,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,connect,10.20.1.31:443,socket,connect,open internal portal page,0,benign,benign,benign
B000127,2026-01-20 09:12:15,W001,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,write,/home/u_fin/.cache/mozilla/portal-cache.sqlite,file,write,update browser portal cache,0,benign,benign,benign
B004244,2026-01-20 09:12:16,W001,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B004004,2026-01-20 09:12:19,W001,portal-web-01,svc_web,uwsgi,1308,1,uwsgi:1308@portal-web-01,process,read,/var/www/portal/config.yaml,file,read,normal portal config read,0,benign,benign,benign
B000128,2026-01-20 09:12:26,W001,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,read,/home/u_fin/Downloads/report.pdf,file,read,normal document access,0,benign,benign,benign
B004640,2026-01-20 09:12:26,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,normal web access log append,0,benign,benign,benign
B005324,2026-01-20 09:12:26,W001,mon-srv-01,svc_mon,suricata,1420,1,suricata:1420@mon-srv-01,process,write,/var/log/suricata/eve.json,file,write,normal network sensor write,0,benign,benign,benign
B005268,2026-01-20 09:12:36,W001,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B004137,2026-01-20 09:12:39,W001,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B000125,2026-01-20 09:12:41,W001,mon-srv-01,svc_mon,log_collector,1410,1,log_collector:1410@mon-srv-01,process,write,/var/log/collector/ingest.log,file,write,append log ingestion summary,0,benign,benign,benign
B000129,2026-01-20 09:12:41,W001,ws-dev-02,u_dev,bash,2232,1,bash:2232@ws-dev-02,process,read,/var/lib/docker/tmp/build-context.tar,file,read,normal local development/test activity,0,benign,benign,benign
B004008,2026-01-20 09:12:54,W001,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B004965,2026-01-20 09:13:00,W001,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B005493,2026-01-20 09:13:00,W001,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B003835,2026-01-20 09:13:03,W001,ws-finance-01,u_fin,firefox,2101,1,firefox:2101@ws-finance-01,process,read,/home/u_fin/.cache/mozilla/cookies.sqlite,file,read,browser cache read,0,benign,benign,benign
B004070,2026-01-20 09:13:08,W001,ws-finance-01,u_fin,libreoffice,2112,1,libreoffice:2112@ws-finance-01,process,read,/home/u_fin/docs/budget_q2.xlsx,file,read,normal spreadsheet read,0,benign,benign,benign
B000136,2026-01-20 09:13:11,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,accept,10.20.1.11:53599,socket,accept,normal internal https request,0,benign,benign,benign
B000135,2026-01-20 09:13:12,W001,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,execute,normal local development/test activity,0,benign,benign,benign
B000137,2026-01-20 09:13:12,W001,portal-web-01,svc_web,nginx,1301,1,nginx:1301@portal-web-01,process,write,/var/log/nginx/access.log,file,write,append benign portal access log,0,benign,benign,benign
B005117,2026-01-20 09:13:22,W001,ws-finance-01,u_fin,gvfsd,1120,1,gvfsd:1120@ws-finance-01,process,write,/run/user/1001/gvfs/metadata,file,write,desktop metadata update,0,benign,benign,benign
B003623,2026-01-20 09:13:23,W001,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B005511,2026-01-20 09:13:26,W001,ws-dev-02,u_dev,bash,2250,1,bash:2250@ws-dev-02,process,execute,/usr/bin/make,file,execute,normal build command,0,benign,benign,benign
B005048,2026-01-20 09:13:27,W001,ws-dev-02,u_dev,python3,2232,1,python3:2232@ws-dev-02,process,read,/home/u_dev/src/portal/tests/test_api.py,file,read,normal test file read,0,benign,benign,benign
B005237,2026-01-20 09:13:27,W001,mon-srv-01,svc_mon,prometheus,1401,1,prometheus:1401@mon-srv-01,process,write,/var/lib/prometheus/wal/000001,file,write,normal metric wal write,0,benign,benign,benign
