metric_id,timestamp,window_id,host,cpu_percent,mem_percent,disk_read_bytes,disk_write_bytes,net_in_bytes,net_out_bytes,proc_count,file_open_count,login_count,top_process_hint,metric_note,label,stage,attack_step
M000189,2026-01-20 09:37:00,W003,portal-web-01,21.54,56.6,83101,90311,7148,11851,101,380,0,nginx,normal baseline,benign,benign,benign
M000187,2026-01-20 09:37:00,W003,ws-dev-02,24.17,52.68,129372,90906,7082,5867,132,358,1,dev-shell,normal baseline,benign,benign,benign
M000186,2026-01-20 09:37:00,W003,ws-finance-01,34.6,48.7,162000,118000,8200,7900,123,361,1,update-check,light internal discovery/probing activity,suspicious,Discovery,"A4,A5"
M000193,2026-01-20 09:38:00,W003,file-srv-01,15.9,43.61,213801,99849,7736,15974,95,404,0,smbd,normal baseline,benign,benign,benign
M000195,2026-01-20 09:38:00,W003,mon-srv-01,25.26,63.56,153437,115093,18598,7834,119,432,0,prometheus,normal baseline,benign,benign,benign
M000194,2026-01-20 09:38:00,W003,portal-web-01,21.76,58.47,121400,116886,9640,7443,104,342,0,nginx,normal baseline,benign,benign,benign
M000192,2026-01-20 09:38:00,W003,ws-dev-02,26.21,51.9,95626,106916,7283,5365,123,382,1,dev-shell,normal baseline,benign,benign,benign
M000191,2026-01-20 09:38:00,W003,ws-finance-01,18.31,49.34,50345,82225,5459,2116,114,342,1,office-apps,normal baseline,benign,benign,benign
M000198,2026-01-20 09:39:00,W003,file-srv-01,18.18,43.88,128179,73583,4371,11653,93,434,0,smbd,normal baseline,benign,benign,benign
M000200,2026-01-20 09:39:00,W003,mon-srv-01,25.94,62.86,166114,168015,14765,12403,114,371,0,prometheus,normal baseline,benign,benign,benign
M000199,2026-01-20 09:39:00,W003,portal-web-01,26.92,57.28,117136,67943,11167,4989,97,366,0,nginx,normal baseline,benign,benign,benign
M000197,2026-01-20 09:39:00,W003,ws-dev-02,26.22,52.78,93894,103287,5082,5803,131,335,1,dev-shell,normal baseline,benign,benign,benign
M000196,2026-01-20 09:39:00,W003,ws-finance-01,34.6,48.74,162000,118000,8200,7900,123,361,1,update-check,light internal discovery/probing activity,suspicious,Discovery,"A4,A5"
M000203,2026-01-20 09:40:00,W004,file-srv-01,20.14,43.68,161293,108186,6550,9043,88,408,0,smbd,normal baseline,benign,benign,benign
M000205,2026-01-20 09:40:00,W004,mon-srv-01,24.9,63.82,147841,169485,17295,11140,118,413,0,prometheus,normal baseline,benign,benign,benign
M000204,2026-01-20 09:40:00,W004,portal-web-01,24.16,57.32,107926,113337,11763,10031,99,389,0,nginx,normal baseline,benign,benign,benign
M000202,2026-01-20 09:40:00,W004,ws-dev-02,25.89,53.33,123710,121490,5726,4389,127,412,1,dev-shell,normal baseline,benign,benign,benign
M000201,2026-01-20 09:40:00,W004,ws-finance-01,20.67,47.26,73467,109285,5206,5298,107,319,1,office-apps,normal baseline,benign,benign,benign
M000208,2026-01-20 09:41:00,W004,file-srv-01,15.64,41.49,144532,98146,12267,10247,89,421,0,smbd,normal baseline,benign,benign,benign
M000210,2026-01-20 09:41:00,W004,mon-srv-01,26.64,65.7,125382,193991,15890,8913,118,457,0,prometheus,normal baseline,benign,benign,benign
M000209,2026-01-20 09:41:00,W004,portal-web-01,24.29,58.96,63407,119420,9375,12489,99,347,0,nginx,normal baseline,benign,benign,benign
M000207,2026-01-20 09:41:00,W004,ws-dev-02,23.73,52.01,100655,149898,5855,4647,122,377,1,dev-shell,normal baseline,benign,benign,benign
M000206,2026-01-20 09:41:00,W004,ws-finance-01,16.46,46.12,114562,106000,4182,2915,110,298,1,office-apps,normal baseline,benign,benign,benign
M000213,2026-01-20 09:42:00,W004,file-srv-01,16.81,44.55,169548,76639,7797,9290,94,407,0,smbd,normal baseline,benign,benign,benign
M000215,2026-01-20 09:42:00,W004,mon-srv-01,26.56,61.95,138422,201143,14862,11136,118,416,0,prometheus,normal baseline,benign,benign,benign
M000214,2026-01-20 09:42:00,W004,portal-web-01,29.15,55.68,86753,120416,5883,8515,101,397,0,nginx,normal baseline,benign,benign,benign
M000212,2026-01-20 09:42:00,W004,ws-dev-02,28.59,50.96,96758,89444,4311,2916,124,366,1,dev-shell,normal baseline,benign,benign,benign
M000211,2026-01-20 09:42:00,W004,ws-finance-01,22.38,47.44,89643,85603,4317,4059,116,306,1,office-apps,normal baseline,benign,benign,benign
M000218,2026-01-20 09:43:00,W004,file-srv-01,19.67,43.41,125094,85747,7976,10786,92,429,0,smbd,normal baseline,benign,benign,benign
M000220,2026-01-20 09:43:00,W004,mon-srv-01,21.41,64.69,178131,135805,11335,8315,118,412,0,prometheus,normal baseline,benign,benign,benign
M000219,2026-01-20 09:43:00,W004,portal-web-01,19.09,56.98,112623,96483,10934,10034,102,375,0,nginx,normal baseline,benign,benign,benign
M000217,2026-01-20 09:43:00,W004,ws-dev-02,22.3,51.66,118507,77718,7590,4244,124,359,1,dev-shell,normal baseline,benign,benign,benign
M000216,2026-01-20 09:43:00,W004,ws-finance-01,21.27,48.22,102674,86073,4599,2630,111,292,1,office-apps,normal baseline,benign,benign,benign
M000223,2026-01-20 09:44:00,W004,file-srv-01,20.31,43.78,210111,105136,8316,14774,92,420,0,smbd,normal baseline,benign,benign,benign
M000225,2026-01-20 09:44:00,W004,mon-srv-01,27.09,62.96,111212,208994,12552,7449,117,413,0,prometheus,normal baseline,benign,benign,benign
M000224,2026-01-20 09:44:00,W004,portal-web-01,25.91,56.23,78882,78591,6897,8994,97,375,0,nginx,normal baseline,benign,benign,benign
M000222,2026-01-20 09:44:00,W004,ws-dev-02,25.11,50.32,115695,129995,7193,7034,124,355,1,dev-shell,normal baseline,benign,benign,benign
M000221,2026-01-20 09:44:00,W004,ws-finance-01,22.99,46.54,58326,72883,5081,3073,114,266,1,office-apps,normal baseline,benign,benign,benign
M000228,2026-01-20 09:45:00,W004,file-srv-01,15.57,44.41,97331,81719,7682,15918,95,430,0,smbd,normal baseline,benign,benign,benign
M000230,2026-01-20 09:45:00,W004,mon-srv-01,28.62,62.61,93424,231877,18770,7594,112,420,0,prometheus,normal baseline,benign,benign,benign
M000229,2026-01-20 09:45:00,W004,portal-web-01,18.52,56.36,112441,89886,13071,8238,100,375,0,nginx,normal baseline,benign,benign,benign
M000227,2026-01-20 09:45:00,W004,ws-dev-02,21.38,51.4,140616,146711,6274,3565,124,369,1,dev-shell,normal baseline,benign,benign,benign
M000226,2026-01-20 09:45:00,W004,ws-finance-01,17.44,49.6,72944,81346,5279,3740,109,302,1,office-apps,normal baseline,benign,benign,benign
M000233,2026-01-20 09:46:00,W004,file-srv-01,19.11,43.63,156910,89976,9361,15156,91,391,0,smbd,normal baseline,benign,benign,benign
M000235,2026-01-20 09:46:00,W004,mon-srv-01,27.83,64.35,125312,201463,16211,10317,116,408,0,prometheus,normal baseline,benign,benign,benign
M000234,2026-01-20 09:46:00,W004,portal-web-01,22.4,57.4,143687,116937,3822,9108,99,379,0,nginx,normal baseline,benign,benign,benign
M000232,2026-01-20 09:46:00,W004,ws-dev-02,19.59,52.03,106274,90762,7171,5001,128,396,1,dev-shell,normal baseline,benign,benign,benign
M000231,2026-01-20 09:46:00,W004,ws-finance-01,20.98,47.49,103186,69714,5693,3626,111,303,1,office-apps,normal baseline,benign,benign,benign
M000238,2026-01-20 09:47:00,W004,file-srv-01,11.43,44.1,180146,107799,7122,11895,92,404,0,smbd,normal baseline,benign,benign,benign
M000240,2026-01-20 09:47:00,W004,mon-srv-01,24.83,63.49,85609,128230,20957,8695,119,399,0,prometheus,normal baseline,benign,benign,benign
M000239,2026-01-20 09:47:00,W004,portal-web-01,23.98,55.38,109935,94608,12939,8778,102,377,0,nginx,normal baseline,benign,benign,benign
M000237,2026-01-20 09:47:00,W004,ws-dev-02,27.52,50.89,155292,92127,3230,6239,129,352,1,dev-shell,normal baseline,benign,benign,benign
M000236,2026-01-20 09:47:00,W004,ws-finance-01,21.95,47.62,106549,73584,2669,5224,115,340,1,office-apps,normal baseline,benign,benign,benign
M000243,2026-01-20 09:48:00,W004,file-srv-01,16.87,42.36,201557,93420,7790,12888,96,458,0,smbd,normal baseline,benign,benign,benign
M000245,2026-01-20 09:48:00,W004,mon-srv-01,26.94,61.37,147204,235482,9300,9366,118,395,0,prometheus,normal baseline,benign,benign,benign
M000244,2026-01-20 09:48:00,W004,portal-web-01,25.2,57.9,93212,113869,9373,6931,103,370,0,nginx,normal baseline,benign,benign,benign
M000242,2026-01-20 09:48:00,W004,ws-dev-02,23.72,53.64,77575,113437,5695,5777,126,405,1,dev-shell,normal baseline,benign,benign,benign
M000241,2026-01-20 09:48:00,W004,ws-finance-01,20.59,47.19,96385,70617,4070,2928,115,302,1,office-apps,normal baseline,benign,benign,benign
M000248,2026-01-20 09:49:00,W004,file-srv-01,19.04,44.1,151188,54521,8061,11041,99,466,0,smbd,normal baseline,benign,benign,benign
M000250,2026-01-20 09:49:00,W004,mon-srv-01,26.24,64.17,178928,168129,15940,11949,117,415,0,prometheus,normal baseline,benign,benign,benign
M000249,2026-01-20 09:49:00,W004,portal-web-01,20.45,55.19,118995,95139,7545,10528,103,374,0,nginx,normal baseline,benign,benign,benign
M000247,2026-01-20 09:49:00,W004,ws-dev-02,26.18,53.09,158072,116933,6878,5206,126,373,1,dev-shell,normal baseline,benign,benign,benign
M000246,2026-01-20 09:49:00,W004,ws-finance-01,21.76,48.32,76628,77522,4393,4211,107,370,1,office-apps,normal baseline,benign,benign,benign
M000253,2026-01-20 09:50:00,W005,file-srv-01,16.23,43.51,143139,87234,8718,13184,97,425,0,smbd,normal baseline,benign,benign,benign
M000255,2026-01-20 09:50:00,W005,mon-srv-01,25.99,64.08,92578,117442,13099,7790,115,384,0,prometheus,normal baseline,benign,benign,benign
M000254,2026-01-20 09:50:00,W005,portal-web-01,20.79,55.25,81903,132282,11424,4949,106,408,0,nginx,normal baseline,benign,benign,benign
M000252,2026-01-20 09:50:00,W005,ws-dev-02,24.6,51.58,91557,105856,4762,5419,124,365,1,dev-shell,normal baseline,benign,benign,benign
M000251,2026-01-20 09:50:00,W005,ws-finance-01,12.97,45.58,76004,106466,2891,3439,111,326,1,office-apps,normal baseline,benign,benign,benign
M000258,2026-01-20 09:51:00,W005,file-srv-01,16.55,42.6,210741,123142,9895,9446,92,427,0,smbd,normal baseline,benign,benign,benign
M000260,2026-01-20 09:51:00,W005,mon-srv-01,22.53,64.87,144272,204408,11604,16988,117,407,0,prometheus,normal baseline,benign,benign,benign
M000259,2026-01-20 09:51:00,W005,portal-web-01,21.29,57.58,87074,115329,6372,8109,103,390,0,nginx,normal baseline,benign,benign,benign
M000257,2026-01-20 09:51:00,W005,ws-dev-02,24.59,51.42,125516,86726,5972,3826,125,381,1,dev-shell,normal baseline,benign,benign,benign
M000256,2026-01-20 09:51:00,W005,ws-finance-01,18.98,48.17,79494,104326,3896,3883,113,296,1,office-apps,normal baseline,benign,benign,benign
M000263,2026-01-20 09:52:00,W005,file-srv-01,16.81,43.33,212093,114066,10554,10657,97,396,0,smbd,normal baseline,benign,benign,benign
M000265,2026-01-20 09:52:00,W005,mon-srv-01,28.49,62.83,127580,209315,11798,10891,117,421,0,prometheus,normal baseline,benign,benign,benign
M000264,2026-01-20 09:52:00,W005,portal-web-01,21.38,57.33,106859,96016,6947,6745,100,359,0,nginx,normal baseline,benign,benign,benign
M000262,2026-01-20 09:52:00,W005,ws-dev-02,17.25,53.7,140101,107124,4352,4710,123,381,1,dev-shell,normal baseline,benign,benign,benign
M000261,2026-01-20 09:52:00,W005,ws-finance-01,34.6,48.7,162000,118000,8200,7900,123,361,1,update-check,light internal discovery/probing activity,suspicious,Discovery,"A4,A5"
M000268,2026-01-20 09:53:00,W005,file-srv-01,15.9,43.33,227156,83785,8032,10866,94,451,0,smbd,normal baseline,benign,benign,benign
M000270,2026-01-20 09:53:00,W005,mon-srv-01,22.39,62.94,131532,151820,18238,7993,120,346,0,prometheus,normal baseline,benign,benign,benign
M000269,2026-01-20 09:53:00,W005,portal-web-01,20.5,56.31,92704,85744,9571,8604,97,398,0,nginx,normal baseline,benign,benign,benign
M000267,2026-01-20 09:53:00,W005,ws-dev-02,23.42,51.28,114619,100729,4501,6951,126,357,1,dev-shell,normal baseline,benign,benign,benign
M000266,2026-01-20 09:53:00,W005,ws-finance-01,17.81,47.68,104377,90348,4978,3437,108,281,1,office-apps,normal baseline,benign,benign,benign
M000273,2026-01-20 09:54:00,W005,file-srv-01,17.11,45.19,196320,118292,7800,10647,91,443,0,smbd,normal baseline,benign,benign,benign
M000275,2026-01-20 09:54:00,W005,mon-srv-01,27.5,63.35,97993,273689,13785,9937,114,377,0,prometheus,normal baseline,benign,benign,benign
M000274,2026-01-20 09:54:00,W005,portal-web-01,19.18,57.86,77747,115963,8418,8442,102,362,0,nginx,normal baseline,benign,benign,benign
M000272,2026-01-20 09:54:00,W005,ws-dev-02,24.04,50.59,131076,112553,6064,5361,125,357,1,dev-shell,normal baseline,benign,benign,benign
M000271,2026-01-20 09:54:00,W005,ws-finance-01,18.18,49.11,110630,94299,4788,4759,109,306,1,office-apps,normal baseline,benign,benign,benign
M000278,2026-01-20 09:55:00,W005,file-srv-01,15.69,44.47,219248,92086,6583,6657,92,413,0,smbd,normal baseline,benign,benign,benign
M000280,2026-01-20 09:55:00,W005,mon-srv-01,28.07,61.62,137641,188577,18053,12182,120,399,0,prometheus,normal baseline,benign,benign,benign
M000279,2026-01-20 09:55:00,W005,portal-web-01,21.7,57.43,94743,118271,8325,7274,107,360,0,nginx,normal baseline,benign,benign,benign
M000277,2026-01-20 09:55:00,W005,ws-dev-02,24.05,52.53,139700,135465,4745,5020,122,333,1,dev-shell,normal baseline,benign,benign,benign
M000276,2026-01-20 09:55:00,W005,ws-finance-01,22.41,48.48,82810,53735,3850,2884,108,316,1,office-apps,normal baseline,benign,benign,benign
M000283,2026-01-20 09:56:00,W005,file-srv-01,17.75,44.41,186054,82360,7422,8273,96,430,0,smbd,normal baseline,benign,benign,benign
M000285,2026-01-20 09:56:00,W005,mon-srv-01,26.28,64.59,138441,221131,16824,9448,119,421,0,prometheus,normal baseline,benign,benign,benign
M000284,2026-01-20 09:56:00,W005,portal-web-01,23.68,56.36,98168,141049,8446,7161,102,342,0,nginx,normal baseline,benign,benign,benign
M000282,2026-01-20 09:56:00,W005,ws-dev-02,25.45,52.11,78181,158406,2868,4933,128,335,1,dev-shell,normal baseline,benign,benign,benign
M000281,2026-01-20 09:56:00,W005,ws-finance-01,21.34,48.36,109432,95703,2954,4486,110,309,1,office-apps,normal baseline,benign,benign,benign
M000288,2026-01-20 09:57:00,W005,file-srv-01,17.03,45.45,140489,86150,11784,3653,92,406,0,smbd,normal baseline,benign,benign,benign
M000290,2026-01-20 09:57:00,W005,mon-srv-01,25.13,65.74,110570,213333,16319,10314,119,430,0,prometheus,normal baseline,benign,benign,benign
M000289,2026-01-20 09:57:00,W005,portal-web-01,26.08,58.71,61785,128785,10572,10184,99,347,0,nginx,normal baseline,benign,benign,benign
M000287,2026-01-20 09:57:00,W005,ws-dev-02,23.3,50.5,63572,88989,6381,4863,126,349,1,dev-shell,normal baseline,benign,benign,benign
M000286,2026-01-20 09:57:00,W005,ws-finance-01,23.95,47.7,87914,85954,4095,3320,112,356,1,office-apps,normal baseline,benign,benign,benign
M000293,2026-01-20 09:58:00,W005,file-srv-01,22.61,44.52,163180,84461,8174,10854,93,413,0,smbd,normal baseline,benign,benign,benign
M000295,2026-01-20 09:58:00,W005,mon-srv-01,30.67,63.7,85948,183118,14586,10401,116,398,0,prometheus,normal baseline,benign,benign,benign
M000294,2026-01-20 09:58:00,W005,portal-web-01,21.13,58.68,126633,94684,6444,6351,101,391,0,nginx,normal baseline,benign,benign,benign
M000292,2026-01-20 09:58:00,W005,ws-dev-02,23.45,51.01,159906,134146,6316,5950,126,345,1,dev-shell,normal baseline,benign,benign,benign
M000291,2026-01-20 09:58:00,W005,ws-finance-01,15.69,48.38,75740,109647,6780,3008,105,289,1,office-apps,normal baseline,benign,benign,benign
M000298,2026-01-20 09:59:00,W005,file-srv-01,16.35,43.86,190804,97665,7471,7596,92,448,0,smbd,normal baseline,benign,benign,benign
M000300,2026-01-20 09:59:00,W005,mon-srv-01,28.66,63.64,159563,175824,11948,6383,120,361,0,prometheus,normal baseline,benign,benign,benign
M000299,2026-01-20 09:59:00,W005,portal-web-01,22.17,58.22,98563,139411,7435,10710,102,397,0,nginx,normal baseline,benign,benign,benign
M000297,2026-01-20 09:59:00,W005,ws-dev-02,22.12,52.97,130612,93381,5535,6493,126,381,1,dev-shell,normal baseline,benign,benign,benign
M000296,2026-01-20 09:59:00,W005,ws-finance-01,17.17,49.6,79925,56322,4477,3573,114,319,1,office-apps,normal baseline,benign,benign,benign
M000303,2026-01-20 10:00:00,W006,file-srv-01,17.28,45.08,159938,84600,9886,10924,96,457,0,smbd,normal baseline,benign,benign,benign
M000305,2026-01-20 10:00:00,W006,mon-srv-01,25.38,62.53,140108,201650,17294,12933,118,414,0,prometheus,normal baseline,benign,benign,benign
M000304,2026-01-20 10:00:00,W006,portal-web-01,21.7,56.01,81074,122921,10760,6711,104,407,0,nginx,normal baseline,benign,benign,benign
M000302,2026-01-20 10:00:00,W006,ws-dev-02,22.25,50.35,115970,71427,3814,5057,128,353,1,dev-shell,normal baseline,benign,benign,benign
M000301,2026-01-20 10:00:00,W006,ws-finance-01,22.08,47.43,76806,73681,3604,5592,112,299,1,office-apps,normal baseline,benign,benign,benign
M000308,2026-01-20 10:01:00,W006,file-srv-01,16.35,44.68,252513,64091,8923,11311,96,401,0,smbd,normal baseline,benign,benign,benign
M000310,2026-01-20 10:01:00,W006,mon-srv-01,25.65,62.85,134040,170536,12322,9655,118,397,0,prometheus,normal baseline,benign,benign,benign
M000309,2026-01-20 10:01:00,W006,portal-web-01,24.89,56.77,122530,110427,5800,7834,101,375,0,nginx,normal baseline,benign,benign,benign
M000307,2026-01-20 10:01:00,W006,ws-dev-02,25.65,52.45,109130,110776,7532,5086,123,363,1,dev-shell,normal baseline,benign,benign,benign
M000306,2026-01-20 10:01:00,W006,ws-finance-01,24.17,48.78,69821,110000,4534,4524,116,344,1,office-apps,normal baseline,benign,benign,benign
M000313,2026-01-20 10:02:00,W006,file-srv-01,21.06,43.37,211800,118455,9224,11259,94,433,0,smbd,normal baseline,benign,benign,benign
M000315,2026-01-20 10:02:00,W006,mon-srv-01,26.46,62.02,116113,169688,15775,7100,115,409,0,prometheus,normal baseline,benign,benign,benign
M000314,2026-01-20 10:02:00,W006,portal-web-01,23.33,57.09,92825,85880,7915,10093,98,400,0,nginx,normal baseline,benign,benign,benign
M000312,2026-01-20 10:02:00,W006,ws-dev-02,25.71,53.37,124751,120417,7683,5840,127,402,1,dev-shell,normal baseline,benign,benign,benign
M000311,2026-01-20 10:02:00,W006,ws-finance-01,20.22,48.8,98895,100499,5063,3942,105,304,1,office-apps,normal baseline,benign,benign,benign
M000318,2026-01-20 10:03:00,W006,file-srv-01,20.38,42.9,140685,102939,9095,11536,92,429,0,smbd,normal baseline,benign,benign,benign
M000320,2026-01-20 10:03:00,W006,mon-srv-01,25.41,63.41,154482,183995,13990,11941,123,396,0,prometheus,normal baseline,benign,benign,benign
M000319,2026-01-20 10:03:00,W006,portal-web-01,22.9,57.42,113216,105769,7717,6867,97,374,0,nginx,normal baseline,benign,benign,benign
M000317,2026-01-20 10:03:00,W006,ws-dev-02,21.33,52.7,118552,101339,6077,6563,124,390,1,dev-shell,normal baseline,benign,benign,benign
M000316,2026-01-20 10:03:00,W006,ws-finance-01,23.92,46.7,90819,89377,2908,4590,109,309,1,office-apps,normal baseline,benign,benign,benign
M000323,2026-01-20 10:04:00,W006,file-srv-01,23.23,43.29,146163,109261,8328,9712,97,402,0,smbd,normal baseline,benign,benign,benign
M000325,2026-01-20 10:04:00,W006,mon-srv-01,28.74,61.06,95909,171181,18276,7300,115,429,0,prometheus,normal baseline,benign,benign,benign
M000324,2026-01-20 10:04:00,W006,portal-web-01,23.24,57.21,102831,123692,10583,5254,103,310,0,nginx,normal baseline,benign,benign,benign
M000322,2026-01-20 10:04:00,W006,ws-dev-02,23.7,50.95,154756,87110,5931,7731,128,401,1,dev-shell,normal baseline,benign,benign,benign
M000321,2026-01-20 10:04:00,W006,ws-finance-01,46.2,50.1,182000,340000,5281,2200,129,402,1,update-check,pre-helper activity,suspicious,PE,"A6,A7,A8"
M000328,2026-01-20 10:05:00,W006,file-srv-01,15.93,46.45,181593,64819,5643,9475,99,432,0,smbd,normal baseline,benign,benign,benign
