event_id,is_attack_event,stage,is_removed_in_corrupted,attack_step,description
B005251,0,benign,0,benign,normal build command
B000372,0,benign,0,benign,scrape node_exporter on file-srv-01
B000371,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000370,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000375,0,benign,0,benign,normal smb/nfs shared file access
B000374,0,benign,0,benign,append log ingestion summary
E0012,1,Discovery,0,A5,probe file server smb
B004991,0,benign,0,benign,browser cache read
B004298,0,benign,0,benign,normal network sensor write
B004995,0,benign,0,benign,normal rsync log append
B004363,0,benign,0,benign,normal docker metadata read
B000378,0,benign,0,benign,append log ingestion summary
B000381,0,benign,0,benign,normal internal https request
B000379,0,benign,0,benign,open internal portal page
B000382,0,benign,0,benign,append benign portal access log
B005057,0,benign,0,benign,normal rsync log append
B000380,0,benign,0,benign,update browser portal cache
B000383,0,benign,0,benign,serve internal portal request
E0013,1,Discovery,0,A5,probe internal portal
B004224,0,benign,0,benign,normal test file read
B005366,0,benign,0,benign,normal shared file read
B004675,0,benign,0,benign,normal docker metadata read
B003873,0,benign,0,benign,normal network sensor write
B005321,0,benign,0,benign,normal test file read
B003841,0,benign,0,benign,normal network sensor write
B004525,0,benign,0,benign,normal docker metadata read
B000385,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004069,0,benign,0,benign,normal shared file read
B000387,0,benign,0,benign,scrape node_exporter on portal-web-01
B004319,0,benign,0,benign,normal rsync log append
B000384,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000386,0,benign,0,benign,scrape node_exporter on file-srv-01
B000394,0,benign,0,benign,imap mail synchronization
B000395,0,benign,0,benign,update mail cache
B003615,0,benign,0,benign,normal web access log append
B000399,0,benign,0,benign,normal smb/nfs shared file access
B000392,0,benign,0,benign,normal document access
B000396,0,benign,0,benign,benign package metadata check
B000400,0,benign,0,benign,normal internal https request
B000401,0,benign,0,benign,append benign portal access log
B004649,0,benign,0,benign,normal metric wal write
B000393,0,benign,0,benign,autosave office document
B000388,0,benign,0,benign,append log ingestion summary
B000397,0,benign,0,benign,benign package cache update
B000398,0,benign,0,benign,normal local development/test activity
B004042,0,benign,0,benign,normal portal config read
B000390,0,benign,0,benign,collect syslog stream from ws-dev-02
B003661,0,benign,0,benign,normal docker metadata read
B000391,0,benign,0,benign,collect syslog stream from portal-web-01
B000389,0,benign,0,benign,collect syslog stream from ws-finance-01
B004202,0,benign,0,benign,normal web access log append
B003631,0,benign,0,benign,normal test file read
B003838,0,benign,0,benign,normal metric wal write
B000406,0,benign,0,benign,normal internal https request
B000407,0,benign,0,benign,append benign portal access log
B004816,0,benign,0,benign,browser cache read
B000402,0,benign,0,benign,append log ingestion summary
B005532,0,benign,0,benign,desktop metadata update
B000403,0,benign,0,benign,normal developer ssh to portal
B000404,0,benign,0,benign,normal developer ssh accepted
B000405,0,benign,0,benign,normal local development/test activity
B003594,0,benign,0,benign,normal test file read
B004272,0,benign,0,benign,normal metric wal write
B004331,0,benign,0,benign,normal network sensor write
B005339,0,benign,0,benign,normal web access log append
B000411,0,benign,0,benign,scrape node_exporter on portal-web-01
B000408,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003542,0,benign,0,benign,normal network sensor write
B000409,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004215,0,benign,0,benign,normal shared file read
B005210,0,benign,0,benign,normal build command
B005291,0,benign,0,benign,normal rsync log append
B000410,0,benign,0,benign,scrape node_exporter on file-srv-01
B000415,0,benign,0,benign,normal local development/test activity
B000413,0,benign,0,benign,open internal portal page
B000414,0,benign,0,benign,update browser portal cache
B000418,0,benign,0,benign,normal internal https request
B003538,0,benign,0,benign,normal docker metadata read
B000419,0,benign,0,benign,append benign portal access log
B000420,0,benign,0,benign,serve internal portal request
B005356,0,benign,0,benign,normal docker metadata read
B004654,0,benign,0,benign,browser cache read
B000412,0,benign,0,benign,append log ingestion summary
B000416,0,benign,0,benign,normal smb/nfs shared file access
B004012,0,benign,0,benign,normal docker metadata read
B000417,0,benign,0,benign,benign lock/update file created by share service
B005548,0,benign,0,benign,normal network sensor write
B005007,0,benign,0,benign,normal rsync log append
B005403,0,benign,0,benign,normal test file read
B004047,0,benign,0,benign,normal build command
B000421,0,benign,0,benign,append log ingestion summary
B000422,0,benign,0,benign,normal internal https request
B004095,0,benign,0,benign,normal shared file read
B000423,0,benign,0,benign,append benign portal access log
B004105,0,benign,0,benign,normal shared file read
B004257,0,benign,0,benign,normal test file read
B000425,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000424,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000426,0,benign,0,benign,scrape node_exporter on file-srv-01
B000435,0,benign,0,benign,benign log rotation
B000436,0,benign,0,benign,create new access log
B000427,0,benign,0,benign,scrape node_exporter on portal-web-01
B004616,0,benign,0,benign,normal metric wal write
B000430,0,benign,0,benign,normal package/source repository access
B000432,0,benign,0,benign,normal smb/nfs shared file access
B000431,0,benign,0,benign,normal development file/cache update
B000428,0,benign,0,benign,append log ingestion summary
B003889,0,benign,0,benign,normal network sensor write
B004199,0,benign,0,benign,normal rsync log append
B005062,0,benign,0,benign,normal build command
B000433,0,benign,0,benign,normal internal https request
B000434,0,benign,0,benign,append benign portal access log
B000429,0,benign,0,benign,normal document access
B005216,0,benign,0,benign,normal shared file read
B004418,0,benign,0,benign,normal build command
B005123,0,benign,0,benign,normal portal config read
B004006,0,benign,0,benign,normal spreadsheet read
B000446,0,benign,0,benign,normal internal https request
B000447,0,benign,0,benign,append benign portal access log
B003587,0,benign,0,benign,normal rsync log append
B000448,0,benign,0,benign,serve internal portal request
B000440,0,benign,0,benign,collect syslog stream from portal-web-01
B000443,0,benign,0,benign,imap mail synchronization
B000444,0,benign,0,benign,update mail cache
B004691,0,benign,0,benign,desktop metadata update
B005110,0,benign,0,benign,normal metric wal write
B000437,0,benign,0,benign,append log ingestion summary
B000441,0,benign,0,benign,open internal portal page
B000442,0,benign,0,benign,update browser portal cache
B000439,0,benign,0,benign,collect syslog stream from ws-dev-02
B000445,0,benign,0,benign,normal local development/test activity
B000438,0,benign,0,benign,collect syslog stream from ws-finance-01
B000458,0,benign,0,benign,normal internal https request
B000459,0,benign,0,benign,append benign portal access log
B000451,0,benign,0,benign,scrape node_exporter on file-srv-01
B000452,0,benign,0,benign,scrape node_exporter on portal-web-01
B000453,0,benign,0,benign,append log ingestion summary
B000456,0,benign,0,benign,normal smb/nfs shared file access
B000457,0,benign,0,benign,benign lock/update file created by share service
B000450,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000449,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000454,0,benign,0,benign,normal developer ssh to portal
B000455,0,benign,0,benign,normal developer ssh accepted
B004782,0,benign,0,benign,normal portal config read
B005525,0,benign,0,benign,normal docker metadata read
B003972,0,benign,0,benign,normal shared file read
B005111,0,benign,0,benign,normal metric wal write
B000460,0,benign,0,benign,append log ingestion summary
B004704,0,benign,0,benign,normal test file read
B004739,0,benign,0,benign,normal spreadsheet read
B005468,0,benign,0,benign,normal rsync log append
B000461,0,benign,0,benign,normal internal https request
B000462,0,benign,0,benign,append benign portal access log
B004207,0,benign,0,benign,normal docker metadata read
B003593,0,benign,0,benign,browser cache read
B000466,0,benign,0,benign,scrape node_exporter on portal-web-01
B000464,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000465,0,benign,0,benign,scrape node_exporter on file-srv-01
B000467,0,benign,0,benign,append log ingestion summary
B003843,0,benign,0,benign,desktop metadata update
B003534,0,benign,0,benign,normal docker metadata read
B000471,0,benign,0,benign,normal local development/test activity
B000463,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000468,0,benign,0,benign,open internal portal page
B000469,0,benign,0,benign,update browser portal cache
B000472,0,benign,0,benign,normal smb/nfs shared file access
B000470,0,benign,0,benign,normal document access
B004043,0,benign,0,benign,normal shared file read
B000473,0,benign,0,benign,backup metadata sync to monitoring server
B000474,0,benign,0,benign,normal backup manifest read
B000475,0,benign,0,benign,normal internal https request
B000476,0,benign,0,benign,append benign portal access log
B000477,0,benign,0,benign,serve internal portal request
B005177,0,benign,0,benign,normal docker metadata read
B004766,0,benign,0,benign,normal build command
B000479,0,benign,0,benign,normal internal https request
B000480,0,benign,0,benign,append benign portal access log
B004851,0,benign,0,benign,browser cache read
B000478,0,benign,0,benign,append log ingestion summary
B003751,0,benign,0,benign,normal build command
B003783,0,benign,0,benign,normal rsync log append
B005162,0,benign,0,benign,normal web access log append
B004044,0,benign,0,benign,normal docker metadata read
B000482,0,benign,0,benign,scrape node_exporter on ws-dev-02
B000483,0,benign,0,benign,scrape node_exporter on file-srv-01
B000484,0,benign,0,benign,scrape node_exporter on portal-web-01
B004036,0,benign,0,benign,normal test file read
B000492,0,benign,0,benign,normal internal https request
B000493,0,benign,0,benign,append benign portal access log
B004611,0,benign,0,benign,desktop metadata update
B005190,0,benign,0,benign,normal rsync log append
B000481,0,benign,0,benign,scrape node_exporter on ws-finance-01
B000487,0,benign,0,benign,collect syslog stream from ws-dev-02
B000488,0,benign,0,benign,collect syslog stream from portal-web-01
B000486,0,benign,0,benign,collect syslog stream from ws-finance-01
B005461,0,benign,0,benign,desktop metadata update
B000489,0,benign,0,benign,imap mail synchronization
B003695,0,benign,0,benign,normal network sensor write
B000490,0,benign,0,benign,update mail cache
B004924,0,benign,0,benign,normal network sensor write
B000485,0,benign,0,benign,append log ingestion summary
B005016,0,benign,0,benign,normal web access log append
B005065,0,benign,0,benign,normal portal config read
